rangeIndex,freqIndex,esperanto,esperantoAudio,english,englishTranslationSource,englishAudio,sampleUsage,sampleUsageAudio,relatedWords,relatedWordsAudio,esperantoAudioSource,rangeIndexOriginal,tags
3931,4049,bovlo,[sound:Lepticed7_bovlo.mp3],bowl,OG,,La supo en la bovlo estas bongusta.=The soup in the bowl is delicious.,,,,Esperanto.cards,6917,*Nouns [DuoLingo] Food+Cooking
3932,4306,rezervo,[sound:rezervo_eo_ll.mp3],"backup, reservation, reserve",ESPDIC,,,,,,Lingua Libre,2251,"""#OpenSubtitles"""
3933,4317,perfidis,,betrayed,ChatGPT,,,,,,,230,"""#OpenSubtitles"""
3934,4375,operacia,,operational,ESPDIC,,,,,,,1628,"""#OpenSubtitles"""
3935,4515,kotizo,[sound:Lepticed7_kotizo.mp3],"fee, dues",OG,,Ĉu vi pagis ankaŭ ŝian kotizon por la konferenco?=Did you also pay her fee for the conference?,,,,Esperanto.cards,10476,*Nouns [DuoLingo] Money+Shopping
3936,4544,ĉapitro,[sound:ĉapitro_eo_ll.mp3],chapter,ESPDIC,,,,,,Lingua Libre,1501,"""#OpenSubtitles"""
3937,4549,pulmo,[sound:Lepticed7_pulmo.mp3],lung,OG,,Ŝiaj pulmoj estas sanaj.=Her lungs are healthy.,,,,Esperanto.cards,24393,*Nouns [DuoLingo] Health+Body
3938,4560,droga,,drug,ESPDIC,,,,,,,4455,"""#OpenSubtitles"""
3939,4601,forpasis,,passed away,ChatGPT,,,,,,,574,"""#OpenSubtitles"""
3940,4662,protektu,[sound:protektu_eo_ll.mp3],protect (imperative),ChatGPT,,,,,,Lingua Libre,636,"""#OpenSubtitles"""
3941,4715,ekstero,[sound:Lepticed7_ekstero.mp3],"exterior, outside",OG,,Ne tiom uzu la komputilon. Iru vidi la eksteran mondon.=Do not use the computer so much. Go see the outside world.,,,,Esperanto.cards,4872,*Nouns [DuoLingo] Places
3942,4764,necesos,,will be needed,ChatGPT,,,,,,,750,"""#OpenSubtitles"""
3943,4769,certigis,,ensured,ChatGPT,,,,,,,755,"""#OpenSubtitles"""
3944,4797,perdiĝis,,got lost,ChatGPT,,,,,,,793,"""#OpenSubtitles"""
3945,4804,revenigos,,will bring back,ChatGPT,,,,,,,803,"""#OpenSubtitles"""
3946,4818,produktas,,produces,ChatGPT,,,,,,,814,"""#OpenSubtitles"""
3947,4834,ĉirkaŭaĵo,[sound:ĉirkaŭaĵo_eo_ll.mp3],"environment, environs, surroundings, neighborhood, outskirts, surroundings",ESPDIC,,,,,,Lingua Libre,1291,"""#OpenSubtitles"""
3948,4849,ungo,[sound:ungo_eo_ll.mp3],nail,ESPDIC,,,,,,Lingua Libre,4296,"""#OpenSubtitles"""
3949,4867,kemia,[sound:kemia_eo_ll.mp3],chemical,ESPDIC,,,,,,Lingua Libre,2044,"""#OpenSubtitles"""
3950,4893,alproksimiĝis,,approached,ChatGPT,,,,,,,888,"""#OpenSubtitles"""
3951,4897,registara,[sound:registara_eo_ll.mp3],governmental,ESPDIC,,,,,,Lingua Libre,1448,"""#OpenSubtitles"""
3952,4991,malŝparas,,wastes,ChatGPT,,,,,,,1001,"""#OpenSubtitles"""
3953,5014,impresi,,"to impress, make an impression on",ESPDIC,,,,,,,1024,"""#OpenSubtitles"""
3954,5025,aprobo,[sound:aprobo_eo_ll.mp3],"acclaim, approval, approbation",ESPDIC,,,,,,Lingua Libre,2044,"""#OpenSubtitles"""
3955,5026,tagmezo,[sound:Lepticed7_tagmezo.mp3],noon,OG,,Ĉu ili iam manĝas je tagmezo?=Do they ever eat at noon?,,tagmeze=at noon,[sound:hypertts-adaf3e2cf1ad90e9d16c05307c9483991580e8b97d17f1016acc5511.mp3],Esperanto.cards,4719,*Nouns [DuoLingo] Dates+Time+Events
3956,5038,damna,,,,,,,,,,4953,"""#OpenSubtitles"""
3957,5095,sekrete,[sound:sekrete_eo_ll.mp3],"by stealth, in secret",ESPDIC,,,,,,Lingua Libre,1139,"""#OpenSubtitles"""
3958,5176,juneco,[sound:juneco_eo_ll.mp3],"youth, youthfulness",ESPDIC,,,,,,Lingua Libre,1309,"""#OpenSubtitles"""
3959,5225,interrompo,[sound:interrompo_eo_ll.mp3],"discontinuance, interruption, interrupt, trap",ESPDIC,,,,,,Lingua Libre,1491,"""#OpenSubtitles"""
3960,5234,prava,[sound:Lepticed7_prava.mp3],"right, correct",OG,,,,,,Esperanto.cards,4638,*Adjectives [DuoLingo] [uea/facila]
3961,5245,dividu,[sound:dividu_eo_ll.mp3],divide (imperative),ChatGPT,,,,,,Lingua Libre,1311,"""#OpenSubtitles"""
3962,5286,rimarkos,,will notice,ChatGPT,,,,,,,1355,"""#OpenSubtitles"""
3963,5288,loĝanta,,housed,ESPDIC,,,,,,,1742,"""#OpenSubtitles"""
3964,5290,rezervis,,reserved,ChatGPT,,,,,,,1361,"""#OpenSubtitles"""
3965,5297,certiĝu,,make sure (imperative),ChatGPT,,,,,,,1366,"""#OpenSubtitles"""
3966,5315,pardonos,,will forgive,ChatGPT,,,,,,,1383,"""#OpenSubtitles"""
3967,5331,paŝis,,stepped,ChatGPT,,,,,,,1405,"""#OpenSubtitles"""
3968,5369,honori,[sound:honori_eo_ll.mp3],to honor,ESPDIC,,,,,,Lingua Libre,1456,"""#OpenSubtitles"""
3969,5382,konfirmas,,confirms,ChatGPT,,,,,,,1473,"""#OpenSubtitles"""
3970,5387,deklaris,,declared,ChatGPT,,,,,,,1481,"""#OpenSubtitles"""
3971,5389,tuŝos,[sound:tuŝos_eo_ll.mp3],will touch,ChatGPT,,,,,,Lingua Libre,1482,"""#OpenSubtitles"""
3972,5411,komprenus,[sound:komprenus_eo_ll.mp3],would understand,ChatGPT,,,,,,Lingua Libre,1510,"""#OpenSubtitles"""
3973,5433,kontaktu,,contact (imperative),ChatGPT,,,,,,,1539,"""#OpenSubtitles"""
3974,5446,diligenta,[sound:diligenta_eo_ll.mp3],"assiduous, diligent, hardworking, industrious, earnest",ESPDIC,,,,,,Lingua Libre,1710,"""#OpenSubtitles"""
3975,5463,starigas,,sets up,ChatGPT,,,,,,,1578,"""#OpenSubtitles"""
3976,5479,priskribas,,describes,ChatGPT,,,,,,,1605,"""#OpenSubtitles"""
3977,5554,veninta,[sound:veninta_eo_ll.mp3],arrived,ChatGPT,,,,,,Lingua Libre,1897,"""#OpenSubtitles"""
3978,1945,charles,,Charles,ChatGPT,,,,,,,2612,"""#OpenSubtitles"""
3979,2586,kuniklo,[sound:Lepticed7_kuniklo.mp3],rabbit,OG,,Infanoj amas kuniklojn.=Children love rabbits.,,,,Esperanto.cards,6889,*Nouns [DuoLingo] Animals
3980,2904,ŝildo,[sound:Lepticed7_ŝildo.mp3],sign,OG,,Jen la ŝildo por la fino de la maratono!=Here is the sign for the end of the marathon!,,,,Esperanto.cards,8365,*Nouns [DuoLingo]
3981,2947,pugno,[sound:pugno_eo_ll.mp3],fist,ESPDIC,,,,,,Lingua Libre,123,"""#OpenSubtitles"""
3982,3463,konkuranto,[sound:konkuranto_eo_ll.mp3],"competitor, rival",ESPDIC,,,,,,Lingua Libre,930,"""#OpenSubtitles"""
3983,3485,medalo,[sound:medalo_eo_ll.mp3],medal,ESPDIC,,,,,,Lingua Libre,985,"""#OpenSubtitles"""
3984,3579,nome,[sound:Lepticed7_nome.mp3],"namely, by name",OG,,"Nur unu persono iris, nome mia frato.=Only one person went, namely my brother.Mi konas ŝin nur nome.=I know her only by name.",,,,Esperanto.cards,4567,*Adverbs [DuoLingo]
3985,3632,britio,[sound:Britio_eo_ll.mp3],Britain,ChatGPT,,,,,,Lingua Libre,538,"""#OpenSubtitles"""
3986,3799,tranĉo,,incision,ESPDIC,,,,,,,479,"""#OpenSubtitles"""
3987,3952,diplomo,[sound:diplomo_eo_ll.mp3],"certificate, degree, diploma",ESPDIC,,,,,,Lingua Libre,1181,"""#OpenSubtitles"""
3988,3983,komisiono,[sound:komisiono_eo_ll.mp3],commission,ESPDIC,,,,,,Lingua Libre,400,"""#OpenSubtitles"""
3989,3984,ribelo,[sound:ribelo_eo_ll.mp3],"insurrection, mutiny, rebellion, revolt, sedition, riot",ESPDIC,,,,,,Lingua Libre,412,"""#OpenSubtitles"""
3990,4051,hom,,person,ChatGPT,,,,,,,168,"""#OpenSubtitles"""
3991,4087,gazetara,,gazetteer,ChatGPT,,,,,,,283,"""#OpenSubtitles"""
3992,4138,ekspozicio,[sound:Lepticed7_ekspozicio.mp3],exhibition,OG,,,,,,Esperanto.cards,5511,*Nouns [kontakto] [uea/facila] Travel
3993,4230,krianta,,,,,,,,,,157,"""#OpenSubtitles"""
3994,4244,nevo,[sound:Lepticed7_nevo.mp3],nephew,OG,,Li estas mia nevo.=He is my nephew.,,,,Esperanto.cards,4577,*Nouns [DuoLingo] [kontakto] [uea/facila] People::Family
3995,4278,gastiganto,[sound:gastiganto_eo_ll.mp3],host,ESPDIC,,,,,,Lingua Libre,417,"""#OpenSubtitles"""
3996,4323,elspezi,[sound:elspezi_eo_ll.mp3],"to disburse, expend, pay out, spend",ESPDIC,,,,,,Lingua Libre,153,"""#OpenSubtitles"""
3997,4327,benu,[sound:benu_eo_ll.mp3],bless (imperative),ChatGPT,,,,,,Lingua Libre,160,"""#OpenSubtitles"""
3998,4346,ŝaltita,,"on, enabled, switched on, powered on",ESPDIC,,,,,,,449,"""#OpenSubtitles"""
3999,4376,naskiĝas,,is born,ChatGPT,,,,,,,213,"""#OpenSubtitles"""
4000,4596,forpelita,,ousted,ChatGPT,,,,,,,118,"""#OpenSubtitles"""
4001,4606,origino,[sound:Lepticed7_origino.mp3],origin,OG,,Kio estas la origino de ĉi tiu lingvo?=What is the origin of this language?,,,,Esperanto.cards,7643,*Nouns [DuoLingo]
4002,4611,trunko,[sound:trunko_eo_ll.mp3],"frustum, stem, trunk, torso",ESPDIC,,,,,,Lingua Libre,2024,"""#OpenSubtitles"""
4003,4649,telefonu,[sound:telefonu_eo_ll.mp3],call (imperative),ChatGPT,,,,,,Lingua Libre,533,"""#OpenSubtitles"""
4004,4703,kurado,[sound:kurado_eo_ll.mp3],running,ESPDIC,,,,,,Lingua Libre,684,"""#OpenSubtitles"""
4005,4712,rozkolora,[sound:Lepticed7_rozkolora.mp3],pink,OG,,La floro estas rozkolora.=The flower is pink.,,,,Esperanto.cards,5285,*Adjectives [DuoLingo] Materials+Shapes+Colors
4006,4714,tremas,,shakes,ChatGPT,,,,,,,611,"""#OpenSubtitles"""
4007,4746,atesto,[sound:atesto_eo_ll.mp3],"affirmation, attestation, certificate, testimony, witness, voucher, certification, evidence",ESPDIC,,,,,,Lingua Libre,1017,"""#OpenSubtitles"""
4008,4751,maljusta,[sound:maljusta_eo_ll.mp3],unjust,ESPDIC,,,,,,Lingua Libre,823,"""#OpenSubtitles"""
4009,4188,gefratoj,[sound:Lepticed7_gefratoj.mp3],siblings,OG,,Miaj gefratoj estas pli junaj ol mi.=My siblings are younger than me.,,,,Esperanto.cards,4009,*Nouns [DuoLingo] Words-w-Affixes
4009,4810,inspiro,[sound:inspiro_eo_ll.mp3],inspiration,ESPDIC,,,,,,Lingua Libre,1391,"""#OpenSubtitles"""
4010,4819,interreta,,"Internet, online (on the web), webbased",ESPDIC,,,,,,,1838,"""#OpenSubtitles"""
4011,4856,ideala,[sound:ideala_eo_ll.mp3],ideal,ESPDIC,,,,,,Lingua Libre,902,"""#OpenSubtitles"""
4012,4884,flanka,[sound:flanka_eo_ll.mp3],"incidental, side, lateral, incidental",ESPDIC,,,,,,Lingua Libre,1658,"""#OpenSubtitles"""
4013,4889,ekis,,started,ChatGPT,,,,,,,807,"""#OpenSubtitles"""
4014,4901,kanapo,[sound:kanapo_eo_ll.mp3],"couch, sofa",ESPDIC,,,,,,Lingua Libre,896,"""#OpenSubtitles"""
4015,4903,kalkulu,[sound:kalkulu_eo_ll.mp3],calculate (imperative),ChatGPT,,,,,,Lingua Libre,823,"""#OpenSubtitles"""
4016,4905,alvoko,[sound:alvoko_eo_ll.mp3],"call, invocation",ESPDIC,,,,,,Lingua Libre,1834,"""#OpenSubtitles"""
4017,4911,vivstilo,,lifestyle,ChatGPT,,,,,,,1650,"""#OpenSubtitles"""
4018,4922,ambicio,[sound:ambicio_eo_ll.mp3],ambition,ESPDIC,,,,,,Lingua Libre,2088,"""#OpenSubtitles"""
4019,4972,kontraŭo,,"opposite value, aversion",ESPDIC,,,,,,,1387,"""#OpenSubtitles"""
4020,4984,repagi,[sound:Lepticed7_repagi.mp3],to repay,OG,,Li neniam repagos siajn proprajn ŝuldojn.=He will never pay back his own debts.,,,,Esperanto.cards,4521,*Verbs [DuoLingo] Words-w-Affixes
4021,4988,formita,,formed,ChatGPT,,,,,,,1282,"""#OpenSubtitles"""
4022,5019,serĉata,[sound:serĉata_eo_ll.mp3],searched,ChatGPT,,,,,,Lingua Libre,1515,"""#OpenSubtitles"""
4023,5027,eliranta,,exit,ChatGPT,,,,,,,1125,"""#OpenSubtitles"""
4024,5064,alfrontis,,faced,ChatGPT,,,,,,,1017,"""#OpenSubtitles"""
4025,5089,fantastike,,fantastic,ChatGPT,,,,,,,1053,"""#OpenSubtitles"""
4026,5105,transdonos,,will deliver,ChatGPT,,,,,,,1075,"""#OpenSubtitles"""
4027,5108,mensoganto,,liar,ChatGPT,,,,,,,1172,"""#OpenSubtitles"""
4028,5141,ĉarmo,[sound:ĉarmo_eo_ll.mp3],"charm, spell",ESPDIC,,,,,,Lingua Libre,2002,"""#OpenSubtitles"""
4029,5165,klopodo,[sound:Lepticed7_klopodo.mp3],"effort, attempt",OG,,"Malgraŭ siaj klopodoj, li ne sukcesis.=In spite of his efforts, he did not succeed.",,,,Esperanto.cards,13293,*Nouns [DuoLingo]
4030,5194,konsento,[sound:konsento_eo_ll.mp3],"acceptance, accord, agreement, consent, permission, approval, assent, concurrence",ESPDIC,,,,,,Lingua Libre,1656,"""#OpenSubtitles"""
4031,5211,premi,[sound:Lepticed7_premi.mp3],"to press, to squeeze",OG,,"Premu la butonon, mi petas.=Press the button, please.La atako premis la alian teamon.=The attack pressed the other team.",,,,Esperanto.cards,4533,*Verbs [DuoLingo] [kontakto] [uea/facila]
4032,5220,rekomendas,,recommends,ChatGPT,,,,,,,1192,"""#OpenSubtitles"""
4033,5222,kompensi,[sound:kompensi_eo_ll.mp3],"to atone, balance, compensate, indemnify, counterpoise, make amends for, make up for, offset, restore equilibrium",ESPDIC,,,,,,Lingua Libre,1192,"""#OpenSubtitles"""
4034,5275,kalkulis,,calculated,ChatGPT,,,,,,,1268,"""#OpenSubtitles"""
4035,5289,rezervita,,parking (hosting),ESPDIC,,,,,,,1537,"""#OpenSubtitles"""
4036,5316,aldonu,[sound:aldonu_eo_ll.mp3],add (imperative),ChatGPT,,,,,,Lingua Libre,1307,"""#OpenSubtitles"""
4037,5318,finiĝi,[sound:Lepticed7_finiĝi.mp3],"to come to an end, to end",OG,,La ludo devas finiĝi antaŭ la deka.=The game has to end before ten.La kongreso finiĝos sabate.=The congress will end on Saturday.,,,,Esperanto.cards,4542,*Verbs::-ig-iĝ [DuoLingo]
4038,5322,multfoje,,many times,ESPDIC,,,,,,,1312,"""#OpenSubtitles"""
4039,5329,gardi,[sound:gardi_eo_ll.mp3],"to guard, keep, look after, watch over, escort, retain",ESPDIC,,,,,,Lingua Libre,1323,"""#OpenSubtitles"""
4040,5351,akirado,[sound:akirado_eo_ll.mp3],"acquirement, acquisition",ESPDIC,,,,,,Lingua Libre,1348,"""#OpenSubtitles"""
4041,5374,organizi,[sound:Lepticed7_organizi.mp3],to organize,OG,,,,organizo=organisation,[sound:hypertts-0e6c2dfd75d0661f301cc22fcb601011ee127ab84ae0d082d72e5780.mp3],Esperanto.cards,4546,*Verbs [kontakto] [uea/facila] Dates+Time+Events
4042,5408,detruas,,destroys,ChatGPT,,,,,,,1428,"""#OpenSubtitles"""
4043,5456,garantias,,guarantees,ChatGPT,,,,,,,1488,"""#OpenSubtitles"""
4044,5469,memoros,,will remember,ChatGPT,,,,,,,1508,"""#OpenSubtitles"""
4045,5476,maltrankviligas,,disturbs,ChatGPT,,,,,,,1521,"""#OpenSubtitles"""
4046,5539,restus,,would stay,ChatGPT,,,,,,,1604,"""#OpenSubtitles"""
4047,5570,laste,[sound:laste_eo_ll.mp3],"at the last, ultimately",ESPDIC,,,,,,Lingua Libre,1651,"""#OpenSubtitles"""
4048,5598,respondecas,,is responsible,ChatGPT,,,,,,,1681,"""#OpenSubtitles"""
4049,2225,ingredienco,[sound:ingredienco_eo_ll.mp3],"component, element, ingredient, part",ESPDIC,,,,,,Lingua Libre,197,"""#OpenSubtitles"""
4050,2423,judo,[sound:judo_eo_ll.mp3],,,,,,,,Lingua Libre,1786,"""#OpenSubtitles"""
4051,2656,traduko,[sound:Robin_van_der_Vliet_traduko.mp3],translation,OG,,Tio estas bona traduko de lerta tradukisto.=That is a good translation from a skilled translator.,,,,,4834,*Nouns [DuoLingo] Communication+Language
4052,2819,ceo,,CEO,ChatGPT,,,,,,,1768,"""#OpenSubtitles"""
4053,2887,florido,[sound:Florido_eo_ll.mp3],Florida,ChatGPT,,,,,,Lingua Libre,1666,"""#OpenSubtitles"""
4054,2987,rusio,[sound:Rusio_eo_ll.mp3],Russia,ChatGPT,,,,,,Lingua Libre,1351,"""#OpenSubtitles"""
4055,3174,juda,[sound:juda_eo_ll.mp3],Jewish,ESPDIC,,,,,,Lingua Libre,802,"""#OpenSubtitles"""
4056,3404,akuzanto,[sound:akuzanto_eo_ll.mp3],accuser,ESPDIC,,,,,,Lingua Libre,1028,"""#OpenSubtitles"""
4057,3572,furgono,,van,ChatGPT,,,,,,,796,"""#OpenSubtitles"""
4058,3838,famulo,[sound:famulo_eo_ll.mp3],"celebrity, famous person",ESPDIC,,,,,,Lingua Libre,1189,"""#OpenSubtitles"""
4059,3885,damo,[sound:damo_eo_ll.mp3],"dame, queen, king, lady",ESPDIC,,,,,,Lingua Libre,690,"""#OpenSubtitles"""
4060,3981,etapo,[sound:etapo_eo_ll.mp3],"period, stage, phase, distance covered, halting place, length covered, stage, stopover, lap",ESPDIC,,,,,,Lingua Libre,263,"""#OpenSubtitles"""
4061,4014,elirejo,[sound:Lepticed7_elirejo.mp3],exit; way out,OG,,"Helpu min, kie estas la elirejo?=Help me, where is the exit?",,,,Esperanto.cards,6070,*Nouns [DuoLingo] Places
4062,4100,cool,,cool,ChatGPT,,,,,,,185,"""#OpenSubtitles"""
4063,4170,ĉeko,[sound:Lepticed7_ĉeko.mp3],"check, cheque",OG,,"Kanadanoj kaj usonanoj pagus per ĉeko.=Canadians and Americans would pay by check.Mi ne kredas, ke usonanoj ankoraŭ uzas ĉekojn.=I do not believe Americans still use checks.",,,,Esperanto.cards,12081,*Nouns [DuoLingo] Money+Shopping
4064,4204,kafejo,[sound:Lepticed7_kafejo.mp3],café,OG,,Ili estas en kafejo.=They are in a café.,,,,Esperanto.cards,4952,*Nouns [DuoLingo] Places
4065,4262,sanktulo,[sound:sanktulo_eo_ll.mp3],saint,ESPDIC,,,,,,Lingua Libre,86,"""#OpenSubtitles"""
4066,4292,aplikaĵo,,application,ESPDIC,,,,,,,993,"""#OpenSubtitles"""
4067,4493,loĝantaro,[sound:Lepticed7_loĝantaro.mp3],population,OG,,La loĝantaro de Ĉinio estas la plej granda en la mondo.=The population of China is the largest in the world.,,,,Esperanto.cards,5183,*Nouns [DuoLingo] People
4068,4592,talenta,[sound:Lepticed7_talenta.mp3],talented,OG,,La talenta muzikisto ludas modernan muzikon.=The talented musician plays modern music.,,talento=talent,[sound:hypertts-2826740409371aa7cdd46ed6a7b3ac20eb42c0d158fbf83861811f5b.mp3],Esperanto.cards,12113,*Adjectives [DuoLingo] Arts+Entertainment
4069,4610,tv,,TV,ChatGPT,,,,,,,414,"""#OpenSubtitles"""
4070,4634,ligna,[sound:ligna_eo_ll.mp3],wooden,ESPDIC,,,,,,Lingua Libre,3324,"""#OpenSubtitles"""
4071,4651,doloris,,hurt,ChatGPT,,,,,,,454,"""#OpenSubtitles"""
4072,4660,times,,times,ChatGPT,,,,,,,466,"""#OpenSubtitles"""
4073,4687,ŝtalo,[sound:ŝtalo_eo_ll.mp3],steel,ESPDIC,,,,,,Lingua Libre,741,"""#OpenSubtitles"""
4074,4702,mallarĝa,[sound:mallarĝa_eo_ll.mp3],"narrow, strait",ESPDIC,,,,,,Lingua Libre,752,"""#OpenSubtitles"""
4075,4708,tigro,[sound:Lepticed7_tigro.mp3],tiger,OG,,Ne ŝovu min al la tigro!=Don't shove me towards the tiger!,,,,Esperanto.cards,6962,*Nouns [DuoLingo] Animals
4076,4723,kaŝejo,[sound:kaŝejo_eo_ll.mp3],hiding place,ESPDIC,,,,,,Lingua Libre,1003,"""#OpenSubtitles"""
4077,4786,spektakla,,"showy, spectacular",ESPDIC,,,,,,,1099,"""#OpenSubtitles"""
4078,4787,telefonnumero,[sound:telefonnumero_eo_ll.mp3],telephone number,ESPDIC,,,,,,Lingua Libre,2723,"""#OpenSubtitles"""
4079,4826,maljusteco,[sound:maljusteco_eo_ll.mp3],"iniquity, injustice",ESPDIC,,,,,,Lingua Libre,619,"""#OpenSubtitles"""
4080,4835,heroino,[sound:heroino_eo_ll.mp3],heroine; heroin,ESPDIC,,,,,,Lingua Libre,832,"""#OpenSubtitles"""
4081,4844,plue,[sound:plue_eo_ll.mp3],"besides, furthermore, in addition, moreover, further",ESPDIC,,,,,,Lingua Libre,814,"""#OpenSubtitles"""
4082,4850,kuseno,[sound:Lepticed7_kuseno.mp3],"cushion, pillow",OG,,Estas multaj molaj kusenoj sur mia lito.=There are many soft pillows on my bed.,,,,Esperanto.cards,8160,*Nouns [DuoLingo] Home
4083,4877,forgesita,,forgotten,ChatGPT,,,,,,,2052,"""#OpenSubtitles"""
4084,4942,fascina,[sound:fascina_eo_ll.mp3],"absorbing, fascinating",ESPDIC,,,,,,Lingua Libre,958,"""#OpenSubtitles"""
4085,4971,redukti,[sound:redukti_eo_ll.mp3],"to reduce, scale down",ESPDIC,,,,,,Lingua Libre,813,"""#OpenSubtitles"""
4086,4985,ŝafido,[sound:Lepticed7_ŝafido.mp3],lamb,OG,,Ŝafidoj estas idoj de ŝafoj.=Lambs are offspring of sheep.,,ŝafo=sheep,[sound:hypertts-9bd10762b2174cb78730ea7e03dc98e739afc2a540a5fb5f0b26b2ea.mp3],Esperanto.cards,7670,*Nouns [DuoLingo] Animals
4087,5001,registras,,registers,ChatGPT,,,,,,,849,"""#OpenSubtitles"""
4088,5007,paca,[sound:paca_eo_ll.mp3],peaceful,ESPDIC,,,,,,Lingua Libre,1534,"""#OpenSubtitles"""
4089,5020,emocie,[sound:emocie_eo_ll.mp3],emotionally,ESPDIC,,,,,,Lingua Libre,866,"""#OpenSubtitles"""
4090,5034,juĝi,[sound:Lepticed7_juĝi.mp3],to judge,OG,,Ne juĝu min!=Don't judge me!,,,,Esperanto.cards,4610,*Verbs [DuoLingo] [kontakto] [uea/facila] Conflict+Resolution
4091,5047,sensencaĵo,[sound:sensencaĵo_eo_ll.mp3],"absurdity, nonsense, senselessness",ESPDIC,,,,,,Lingua Libre,1725,"""#OpenSubtitles"""
4092,5073,pruvis,,proved,ChatGPT,,,,,,,943,"""#OpenSubtitles"""
4093,5081,defias,,defies,ChatGPT,,,,,,,950,"""#OpenSubtitles"""
4094,5086,insistas,,insists,ChatGPT,,,,,,,957,"""#OpenSubtitles"""
4095,5093,malŝaltita,,turned off,ChatGPT,,,,,,,1036,"""#OpenSubtitles"""
4096,5122,egoisma,,"self-interested, selfish, egoistical",ESPDIC,,,,,,,1197,"""#OpenSubtitles"""
4097,5152,mirigita,,astonished,ChatGPT,,,,,,,1544,"""#OpenSubtitles"""
4098,5155,mortus,[sound:mortus_eo_ll.mp3],would die,ChatGPT,,,,,,Lingua Libre,1040,"""#OpenSubtitles"""
4099,5167,prezentita,,presented,ChatGPT,,,,,,,1668,"""#OpenSubtitles"""
4100,5168,postvivi,[sound:postvivi_eo_ll.mp3],"to outlive, survive",ESPDIC,,,,,,Lingua Libre,1050,"""#OpenSubtitles"""
4101,5170,malfruis,,was late,ChatGPT,,,,,,,1052,"""#OpenSubtitles"""
4102,5184,malkovru,,discover (imperative),ChatGPT,,,,,,,1063,"""#OpenSubtitles"""
4103,5237,hospitala,,hospital,ChatGPT,,,,,,,1471,"""#OpenSubtitles"""
4104,5241,alternativa,[sound:alternativa_eo_ll.mp3],alternative,ESPDIC,,,,,,Lingua Libre,2489,"""#OpenSubtitles"""
4105,5278,senkompata,[sound:senkompata_eo_ll.mp3],"merciless, pitiless, ruthless",ESPDIC,,,,,,Lingua Libre,1398,"""#OpenSubtitles"""
4106,5291,dekduo,[sound:dekduo_eo_ll.mp3],dozen,ESPDIC,,,,,,Lingua Libre,5237,"""#OpenSubtitles"""
4107,5294,dura,,"hard, major (in music)",ESPDIC,,,,,,,1339,"""#OpenSubtitles"""
4108,5312,timige,,"awfully, frightfully, scarily",ESPDIC,,,,,,,1212,"""#OpenSubtitles"""
4109,5314,mendi,[sound:Lepticed7_mendi.mp3],to order,OG,,Kion vi mendos en la restoracio?=What will you order in the restaurant?,,,,Esperanto.cards,4633,*Verbs [DuoLingo] [kontakto] [uea/facila] Money+Shopping
4110,5341,atendus,[sound:atendus_eo_ll.mp3],would wait,ChatGPT,,,,,,Lingua Libre,1247,"""#OpenSubtitles"""
4111,5402,permesus,[sound:permesus_eo_ll.mp3],would allow,ChatGPT,,,,,,Lingua Libre,1328,"""#OpenSubtitles"""
4112,5432,kaŭzita,,caused,ChatGPT,,,,,,,1934,"""#OpenSubtitles"""
4113,5441,fortika,[sound:fortika_eo_ll.mp3],"able-bodied, durable, firm, robust, sturdy, strong, solid, stable, substantial, rugged, fortified, durable",ESPDIC,,,,,,Lingua Libre,1980,"""#OpenSubtitles"""
4114,5502,eligi,[sound:eligi_eo_ll.mp3],"to discharge, express, utter, output, give off, let out, take out, eject",ESPDIC,,,,,,Lingua Libre,1468,"""#OpenSubtitles"""
4115,1541,sarah,,Sarah,ChatGPT,,,,,,,3199,"""#OpenSubtitles"""
4116,1848,kaptano,,captain,ChatGPT,,,,,,,2888,"""#OpenSubtitles"""
4117,1891,sorĉistino,[sound:sorĉistino_eo_ll.mp3],witch,ESPDIC,,,,,,Lingua Libre,2425,"""#OpenSubtitles"""
4118,1919,fred,,Fred,ChatGPT,,,,,,,2808,"""#OpenSubtitles"""
4119,2564,eklezio,[sound:eklezio_eo_ll.mp3],"church (institution, not building)",ESPDIC,,,,,,Lingua Libre,1937,"""#OpenSubtitles"""
4120,2861,lo,[sound:lo_eo_ll.mp3],name of the letter L,ESPDIC,,,,,,Lingua Libre,2027,"""#OpenSubtitles"""
4121,2911,ĵurio,,jury,ESPDIC,,,,,,,1580,"""#OpenSubtitles"""
4122,3132,filmi,,"to shoot (a film), film",ESPDIC,,,,,,,1458,"""#OpenSubtitles"""
4123,3208,tamburo,[sound:tamburo_eo_ll.mp3],drum,ESPDIC,,,,,,Lingua Libre,1173,"""#OpenSubtitles"""
4124,3274,aŭstralio,[sound:Aŭstralio_eo_ll.mp3],Australia,ChatGPT,,,,,,Lingua Libre,1181,"""#OpenSubtitles"""
4125,3275,ŝŝ,[sound:ŝŝ_eo_ll.mp3],shh,ChatGPT,,,,,,Lingua Libre,1273,"""#OpenSubtitles"""
4126,3288,kuirado,[sound:Lepticed7_kuirado.mp3],cooking,OG,,Kuirado estas lia profesio.=Cooking is his profession.,,,,Esperanto.cards,5456,*Nouns [DuoLingo] Words-w-Affixes
4127,3429,serĝento,[sound:serĝento_eo_ll.mp3],sergeant,ESPDIC,,,,,,Lingua Libre,865,"""#OpenSubtitles"""
